"campusId","campus","slug","requirement","evidenceField","evidenceValue","status","ownerGate","nextAction"
"4287","Tyrone Campus","tyrone-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Ages served","ages","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4287","Tyrone Campus","tyrone-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4287","Tyrone Campus","tyrone-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4287","Tyrone Campus","tyrone-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4287","Tyrone Campus","tyrone-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4287","Tyrone Campus","tyrone-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Campus name","post_title","West Cobb Campus, Marietta","Present","No","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Verified campus features","features","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Quality Rated status","quality_rated","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Local FAQ","faq","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4411","West Cobb Campus, Marietta","west-cobb-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
